+----------+-------+-------+------+------+------------+----+----+----+----+-----+-----+-----+----+----+-------------+----------+----------+-------------+--------+---------+----------------+
|Circuit # | Qubits| Depth |  CX  |  U3  | Ent. Ratio | X  | Y  | Z  | H  |  RX |  RY |  RZ | S  | T  | Total Gates |Diversity | CX/Qubit | Width/Depth | CX/U3  | 1Q Ratio| Best Simulator |
|   1596   |   8   |   31  |  11  |  8   |    0.35    | 11 | 8  | 5  | 13 |  9  |  6  |  15 | 14 | 8  |     138     |    15    |   1.38   |     0.26    |  1.22  |   0.70  |ibmq_sherbrooke |
|   1597   |   11  |   41  |  14  |  12  |    0.34    | 18 | 7  | 10 | 20 |  10 |  13 |  13 | 12 | 17 |     191     |    15    |   1.27   |     0.27    |  1.08  |   0.69  | ibmq_manhattan |
|   1598   |   8   |   31  |  10  |  16  |    0.32    | 9  | 5  | 13 | 4  |  14 |  15 |  14 | 10 | 11 |     152     |    15    |   1.25   |     0.26    |  0.59  |   0.73  |ibmq_sherbrooke |
|   1599   |   4   |   21  |  2   |  1   |    0.10    | 3  | 2  | 3  | 3  |  7  |  5  |  7  | 6  | 1  |      53     |    15    |   0.50   |     0.19    |  1.00  |   0.72  | ibmq_peekskill |
|   1600   |   8   |   17  |  4   |  5   |    0.24    | 3  | 6  | 6  | 5  |  5  |  4  |  0  | 4  | 5  |      66     |    14    |   0.50   |     0.47    |  0.67  |   0.65  | ibmq_rochester |
|   1601   |   6   |   20  |  5   |  7   |    0.25    | 2  | 9  | 8  | 3  |  5  |  2  |  6  | 3  | 3  |      70     |    15    |   0.83   |     0.30    |  0.62  |   0.69  |ibmq_washington |
|   1602   |   8   |   48  |  15  |  15  |    0.31    | 12 | 16 | 11 | 19 |  13 |  20 |  18 | 8  | 13 |     200     |    15    |   1.88   |     0.17    |  0.94  |   0.72  |ibmq_sherbrooke |
|   1603   |   4   |   36  |  9   |  8   |    0.25    | 11 | 2  | 6  | 9  |  6  |  5  |  3  | 5  | 2  |      83     |    15    |   2.25   |     0.11    |  1.00  |   0.69  |ibmq_washington |
|   1604   |   5   |   20  |  5   |  5   |    0.25    | 4  | 4  | 5  | 2  |  6  |  7  |  5  | 6  | 6  |      68     |    15    |   1.00   |     0.25    |  0.83  |   0.74  | ibmq_santiago  |
|   1605   |   8   |   41  |  13  |  16  |    0.32    | 13 | 8  | 10 | 10 |  6  |  5  |  18 | 11 | 16 |     162     |    15    |   1.62   |     0.20    |  0.76  |   0.70  |  ibmq_quebec   |
|   1606   |   6   |   45  |  14  |  9   |    0.31    | 8  | 8  | 12 | 11 |  11 |  7  |  13 | 8  | 7  |     141     |    15    |   2.33   |     0.13    |  1.40  |   0.67  |   ibmq_perth   |
|   1607   |   10  |   13  |  9   |  2   |    0.69    | 5  | 7  | 8  | 4  |  6  |  5  |  5  | 3  | 6  |      78     |    15    |   0.90   |     0.77    |  3.00  |   0.65  |   ibmq_osaka   |
|   1608   |   8   |   36  |  15  |  19  |    0.42    | 9  | 12 | 8  | 16 |  8  |  10 |  13 | 17 | 8  |     164     |    15    |   1.88   |     0.22    |  0.75  |   0.73  | ibmq_montreal  |
|   1609   |   5   |   22  |  6   |  5   |    0.27    | 6  | 6  | 7  | 4  |  6  |  3  |  7  | 3  | 5  |      72     |    15    |   1.20   |     0.23    |  1.00  |   0.72  |   ibmq_quito   |
|   1610   |   7   |   30  |  4   |  11  |    0.13    | 7  | 14 | 10 | 14 |  9  |  11 |  6  | 6  | 11 |     133     |    15    |   0.57   |     0.23    |  0.33  |   0.74  | ibmq_manhattan |
|   1611   |   7   |   10  |  3   |  5   |    0.30    | 2  | 1  | 1  | 1  |  2  |  0  |  5  | 2  | 4  |      36     |    14    |   0.43   |     0.70    |  0.50  |   0.64  | ibmq_melbourne |
|   1612   |   9   |   43  |  15  |  12  |    0.35    | 12 | 12 | 20 | 19 |  15 |  13 |  13 | 21 | 14 |     208     |    15    |   1.67   |     0.21    |  1.15  |   0.73  |  ibmq_prague   |
|   1613   |   11  |   23  |  11  |  5   |    0.48    | 11 | 9  | 10 | 11 |  13 |  10 |  13 | 13 | 6  |     139     |    15    |   1.00   |     0.48    |  1.83  |   0.73  | ibmq_singapore |
|   1614   |   4   |   39  |  12  |  6   |    0.31    | 5  | 7  | 8  | 9  |  5  |  10 |  6  | 6  | 7  |      96     |    15    |   3.00   |     0.10    |  1.71  |   0.72  |  ibmq_jakarta  |
|   1615   |   4   |   22  |  3   |  7   |    0.14    | 1  | 3  | 3  | 3  |  5  |  3  |  4  | 2  | 6  |      53     |    15    |   0.75   |     0.18    |  0.38  |   0.70  |  ibmq_nairobi  |
|   1616   |   10  |   32  |  15  |  7   |    0.47    | 11 | 17 | 14 | 11 |  18 |  10 |  7  | 11 | 10 |     166     |    15    |   1.50   |     0.31    |  1.88  |   0.70  |  ibmq_quebec   |
|   1617   |   9   |   17  |  5   |  3   |    0.29    | 3  | 6  | 3  | 7  |  3  |  6  |  6  | 5  | 4  |      75     |    15    |   0.56   |     0.53    |  1.25  |   0.61  |  ibmq_quebec   |
|   1618   |   5   |   27  |  7   |  4   |    0.26    | 6  | 10 | 4  | 4  |  5  |  3  |  9  | 2  | 9  |      77     |    15    |   1.40   |     0.19    |  1.40  |   0.73  |  ibmq_nairobi  |
|   1619   |   9   |   43  |  14  |  13  |    0.33    | 13 | 19 | 11 | 11 |  18 |  9  |  21 | 11 | 15 |     196     |    15    |   1.56   |     0.21    |  1.00  |   0.72  |  ibmq_prague   |
|   1620   |   10  |   27  |  12  |  6   |    0.44    | 11 | 8  | 6  | 8  |  7  |  9  |  11 | 4  | 13 |     132     |    15    |   1.20   |     0.37    |  1.71  |   0.63  |  ibmq_mumbai   |
|   1621   |   7   |   20  |  3   |  5   |    0.15    | 5  | 8  | 5  | 5  |  10 |  5  |  11 | 3  | 8  |      91     |    15    |   0.43   |     0.35    |  0.50  |   0.71  |  ibmq_sydney   |
|   1622   |   11  |   11  |  4   |  2   |    0.36    | 4  | 4  | 3  | 4  |  6  |  2  |  3  | 2  | 4  |      63     |    15    |   0.36   |     1.00    |  1.33  |   0.54  | ibmq_peekskill |
|   1623   |   6   |   39  |  11  |  8   |    0.28    | 9  | 8  | 9  | 5  |  9  |  10 |  11 | 11 | 10 |     131     |    15    |   1.83   |     0.15    |  1.22  |   0.69  | ibmq_manhattan |
|   1624   |   11  |   32  |  15  |  12  |    0.47    | 11 | 14 | 5  | 6  |  10 |  6  |  9  | 7  | 11 |     140     |    15    |   1.36   |     0.34    |  1.15  |   0.65  |  ibmq_prague   |
|   1625   |   5   |   34  |  12  |  6   |    0.35    | 7  | 7  | 10 | 8  |  8  |  3  |  10 | 8  | 8  |     102     |    15    |   2.40   |     0.15    |  1.71  |   0.74  | ibmq_brooklyn  |
|   1626   |   6   |   43  |  12  |  9   |    0.28    | 8  | 14 | 8  | 8  |  11 |  6  |  7  | 7  | 10 |     130     |    15    |   2.00   |     0.14    |  1.20  |   0.68  |  ibmq_quebec   |
|   1627   |   10  |   49  |  13  |  13  |    0.27    | 12 | 20 | 13 | 17 |  15 |  9  |  24 | 17 | 14 |     223     |    15    |   1.30   |     0.20    |  0.93  |   0.69  |  ibmq_quebec   |
|   1628   |   9   |   21  |  6   |  5   |    0.29    | 5  | 9  | 7  | 10 |  6  |  10 |  6  | 6  | 4  |      97     |    15    |   0.67   |     0.43    |  1.00  |   0.70  |  ibmq_sydney   |
|   1629   |   6   |   25  |  12  |  8   |    0.48    | 5  | 5  | 4  | 4  |  6  |  7  |  10 | 8  | 2  |      88     |    15    |   2.00   |     0.24    |  1.33  |   0.67  |ibmq_sherbrooke |
|   1630   |   6   |   31  |  6   |  5   |    0.19    | 4  | 5  | 6  | 3  |  10 |  2  |  7  | 4  | 8  |      83     |    15    |   1.00   |     0.19    |  1.00  |   0.65  | ibmq_marrakesh |
|   1631   |   9   |   41  |  21  |  13  |    0.51    | 24 | 14 | 18 | 12 |  14 |  14 |  20 | 14 | 11 |     212     |    15    |   2.33   |     0.22    |  1.50  |   0.73  |ibmq_sherbrooke |
|   1632   |   10  |   17  |  9   |  3   |    0.53    | 4  | 6  | 4  | 2  |  5  |  3  |  2  | 7  | 4  |      71     |    15    |   0.90   |     0.59    |  2.25  |   0.56  | ibmq_rochester |
|   1633   |   11  |   53  |  24  |  20  |    0.45    | 21 | 21 | 16 | 19 |  17 |  23 |  20 | 19 | 18 |     284     |    15    |   2.18   |     0.21    |  1.14  |   0.68  |   ibmq_osaka   |
|   1634   |   6   |   44  |  11  |  6   |    0.25    | 11 | 12 | 4  | 4  |  9  |  8  |  10 | 10 | 16 |     135     |    15    |   1.83   |     0.14    |  1.57  |   0.67  |ibmq_poughkeepsie|
|   1635   |   10  |   34  |  12  |  10  |    0.35    | 9  | 10 | 15 | 10 |  12 |  15 |  17 | 15 | 17 |     183     |    15    |   1.20   |     0.29    |  1.09  |   0.71  | ibmq_marrakesh |
|   1636   |   8   |   31  |  11  |  8   |    0.35    | 4  | 8  | 6  | 10 |  8  |  17 |  8  | 10 | 4  |     122     |    15    |   1.38   |     0.26    |  1.22  |   0.68  |  ibmq_quebec   |
|   1637   |   7   |   14  |  5   |  3   |    0.36    | 3  | 5  | 2  | 2  |  2  |  2  |  4  | 7  | 4  |      55     |    15    |   0.71   |     0.50    |  1.25  |   0.62  | ibmq_marrakesh |
|   1638   |   5   |   19  |  3   |  3   |    0.16    | 5  | 1  | 7  | 2  |  7  |  3  |  5  | 6  | 7  |      61     |    15    |   0.60   |     0.26    |  0.75  |   0.75  | ibmq_valencia  |
|   1639   |   7   |   9   |  3   |  4   |    0.33    | 0  | 2  | 2  | 1  |  2  |  3  |  3  | 3  | 1  |      37     |    13    |   0.43   |     0.78    |  0.60  |   0.57  |  ibmq_mumbai   |
|   1640   |   6   |   33  |  7   |  5   |    0.21    | 5  | 8  | 6  | 7  |  14 |  7  |  4  | 6  | 9  |     104     |    15    |   1.17   |     0.18    |  1.17  |   0.68  |ibmq_washington |
|   1641   |   7   |   40  |  13  |  11  |    0.33    | 10 | 8  | 9  | 14 |  18 |  8  |  13 | 13 | 7  |     154     |    15    |   1.86   |     0.17    |  1.08  |   0.72  | ibmq_marrakesh |
|   1642   |   10  |   40  |  20  |  14  |    0.50    | 9  | 17 | 8  | 12 |  12 |  17 |  18 | 12 | 14 |     199     |    15    |   2.00   |     0.25    |  1.33  |   0.67  | ibmq_singapore |
|   1643   |   9   |   21  |  2   |  10  |    0.10    | 1  | 7  | 9  | 12 |  13 |  7  |  6  | 5  | 7  |     104     |    15    |   0.22   |     0.43    |  0.18  |   0.74  |  ibmq_quebec   |
|   1644   |   9   |   39  |  11  |  10  |    0.28    | 6  | 13 | 8  | 6  |  7  |  15 |  11 | 6  | 12 |     136     |    15    |   1.22   |     0.23    |  1.00  |   0.69  | ibmq_peekskill |
|   1645   |   4   |   39  |  7   |  5   |    0.18    | 4  | 7  | 8  | 5  |  3  |  6  |  3  | 7  | 9  |      85     |    15    |   1.75   |     0.10    |  1.17  |   0.67  |  ibmq_manila   |
|   1646   |   6   |   14  |  3   |  3   |    0.21    | 2  | 5  | 3  | 3  |  2  |  6  |  5  | 4  | 8  |      59     |    15    |   0.50   |     0.43    |  0.75  |   0.69  |ibmq_sherbrooke |
|   1647   |   7   |   23  |  5   |  6   |    0.22    | 6  | 6  | 6  | 11 |  8  |  6  |  7  | 6  | 5  |      91     |    15    |   0.71   |     0.30    |  0.71  |   0.74  | ibmq_manhattan |
|   1648   |   5   |   10  |  2   |  2   |    0.20    | 0  | 5  | 2  | 2  |  5  |  0  |  3  | 1  | 3  |      33     |    13    |   0.40   |     0.50    |  0.67  |   0.70  |  ibmq_sydney   |
|   1649   |   9   |   22  |  7   |  6   |    0.32    | 6  | 9  | 7  | 7  |  6  |  7  |  11 | 7  | 5  |     100     |    15    |   0.78   |     0.41    |  1.00  |   0.71  |  ibmq_quebec   |
|   1650   |   8   |   23  |  7   |  5   |    0.30    | 4  | 3  | 5  | 7  |  6  |  10 |  6  | 8  | 6  |      94     |    15    |   0.88   |     0.35    |  1.17  |   0.64  |ibmq_poughkeepsie|
|   1651   |   4   |   17  |  4   |  3   |    0.24    | 1  | 2  | 1  | 7  |  4  |  0  |  1  | 0  | 6  |      43     |    13    |   1.00   |     0.24    |  1.00  |   0.58  |  ibmq_prague   |
|   1652   |   10  |   56  |  23  |  24  |    0.41    | 19 | 16 | 21 | 17 |  16 |  19 |  13 | 19 | 21 |     264     |    15    |   2.30   |     0.18    |  0.92  |   0.70  |  ibmq_quebec   |
|   1653   |   4   |   10  |  2   |  2   |    0.20    | 1  | 1  | 1  | 3  |  1  |  1  |  2  | 2  | 2  |      27     |    15    |   0.50   |     0.40    |  0.67  |   0.59  |   ibmq_perth   |
|   1654   |   10  |   13  |  4   |  3   |    0.31    | 1  | 6  | 3  | 6  |  2  |  5  |  5  | 2  | 1  |      59     |    15    |   0.40   |     0.77    |  1.00  |   0.58  | ibmq_brooklyn  |
|   1655   |   7   |   30  |  9   |  6   |    0.30    | 10 | 11 | 9  | 9  |  8  |  6  |  4  | 9  | 6  |     109     |    15    |   1.29   |     0.23    |  1.29  |   0.72  |  ibmq_nairobi  |
|   1656   |   10  |   17  |  10  |  4   |    0.59    | 6  | 2  | 5  | 8  |  8  |  9  |  7  | 9  | 6  |      96     |    15    |   1.00   |     0.59    |  2.00  |   0.67  |  ibmq_toronto  |
|   1657   |   7   |   12  |  2   |  2   |    0.17    | 6  | 2  | 7  | 1  |  5  |  4  |  1  | 5  | 1  |      49     |    15    |   0.29   |     0.58    |  0.67  |   0.69  | ibmq_marrakesh |
|   1658   |   9   |   28  |  6   |  8   |    0.21    | 11 | 11 | 8  | 9  |  6  |  13 |  7  | 4  | 9  |     120     |    15    |   0.67   |     0.32    |  0.67  |   0.72  |  ibmq_prague   |
|   1659   |   4   |   37  |  5   |  3   |    0.14    | 4  | 10 | 8  | 2  |  9  |  5  |  3  | 5  | 8  |      83     |    15    |   1.25   |     0.11    |  1.25  |   0.69  |ibmq_sherbrooke |
|   1660   |   7   |   39  |  9   |  6   |    0.23    | 4  | 8  | 11 | 9  |  10 |  10 |  5  | 12 | 16 |     135     |    15    |   1.29   |     0.18    |  1.29  |   0.67  |  ibmq_prague   |
|   1661   |   11  |   10  |  2   |  4   |    0.20    | 3  | 5  | 4  | 3  |  2  |  2  |  3  | 4  | 3  |      56     |    15    |   0.18   |     1.10    |  0.40  |   0.59  |  ibmq_mumbai   |
|   1662   |   8   |   30  |  5   |  11  |    0.17    | 10 | 6  | 10 | 6  |  9  |  13 |  6  | 6  | 3  |     119     |    15    |   0.62   |     0.27    |  0.42  |   0.67  |  ibmq_sydney   |
|   1663   |   9   |   32  |  5   |  10  |    0.16    | 10 | 13 | 12 | 15 |  7  |  18 |  11 | 13 | 18 |     167     |    15    |   0.56   |     0.28    |  0.45  |   0.76  |ibmq_sherbrooke |
|   1664   |   5   |   9   |  3   |  3   |    0.33    | 1  | 1  | 4  | 5  |  1  |  2  |  2  | 4  | 1  |      36     |    15    |   0.60   |     0.56    |  0.75  |   0.67  | ibmq_peekskill |
|   1665   |   10  |   21  |  12  |  6   |    0.57    | 5  | 5  | 11 | 8  |  6  |  3  |  12 | 11 | 3  |     106     |    15    |   1.20   |     0.48    |  1.71  |   0.66  |ibmq_sherbrooke |
|   1666   |   5   |   20  |  4   |  4   |    0.20    | 6  | 4  | 5  | 6  |  5  |  4  |  8  | 2  | 8  |      70     |    15    |   0.80   |     0.25    |  0.80  |   0.74  | ibmq_peekskill |
|   1667   |   4   |   9   |  1   |  0   |    0.11    | 1  | 1  | 2  | 1  |  2  |  2  |  1  | 2  | 0  |      23     |    13    |   0.25   |     0.44    |  1.00  |   0.52  | ibmq_peekskill |
|   1668   |   4   |   7   |  2   |  1   |    0.29    | 3  | 3  | 0  | 2  |  0  |  1  |  1  | 1  | 0  |      21     |    12    |   0.50   |     0.57    |  1.00  |   0.57  | ibmq_melbourne |
|   1669   |   8   |   16  |  2   |  2   |    0.12    | 1  | 3  | 7  | 2  |  4  |  3  |  1  | 6  | 4  |      53     |    15    |   0.25   |     0.50    |  0.67  |   0.62  |ibmq_sherbrooke |
|   1670   |   7   |   31  |  8   |  7   |    0.26    | 6  | 6  | 7  | 9  |  7  |  11 |  10 | 11 | 10 |     122     |    15    |   1.14   |     0.23    |  1.00  |   0.69  |  ibmq_mumbai   |
|   1671   |   6   |   14  |  3   |  4   |    0.21    | 3  | 3  | 2  | 0  |  3  |  3  |  5  | 1  | 2  |      44     |    14    |   0.50   |     0.43    |  0.60  |   0.59  | ibmq_montreal  |
|   1672   |   9   |   48  |  20  |  24  |    0.42    | 17 | 17 | 14 | 12 |  17 |  16 |  8  | 16 | 11 |     217     |    15    |   2.22   |     0.19    |  0.80  |   0.70  | ibmq_rochester |
|   1673   |   6   |   38  |  8   |  4   |    0.21    | 11 | 7  | 9  | 11 |  12 |  7  |  10 | 9  | 6  |     126     |    15    |   1.33   |     0.16    |  1.60  |   0.68  |  ibmq_quebec   |
|   1674   |   11  |   39  |  29  |  17  |    0.74    | 16 | 13 | 16 | 12 |  18 |  15 |  10 | 14 | 15 |     214     |    15    |   2.64   |     0.28    |  1.61  |   0.68  |  ibmq_quebec   |
|   1675   |   6   |   38  |  7   |  7   |    0.18    | 6  | 11 | 8  | 10 |  10 |  6  |  20 | 6  | 13 |     132     |    15    |   1.17   |     0.16    |  0.88  |   0.73  | ibmq_marrakesh |
|   1676   |   10  |   27  |  13  |  7   |    0.48    | 8  | 16 | 5  | 7  |  16 |  12 |  10 | 5  | 6  |     136     |    15    |   1.30   |     0.37    |  1.62  |   0.68  | ibmq_marrakesh |
|   1677   |   8   |   39  |  15  |  15  |    0.38    | 13 | 11 | 12 | 13 |  10 |  10 |  15 | 8  | 21 |     182     |    15    |   1.88   |     0.21    |  0.94  |   0.70  |  ibmq_sydney   |
|   1678   |   4   |   24  |  4   |  2   |    0.17    | 6  | 2  | 5  | 6  |  5  |  2  |  2  | 4  | 9  |      61     |    15    |   1.00   |     0.17    |  1.33  |   0.70  | ibmq_rochester |
|   1679   |   5   |   14  |  3   |  2   |    0.21    | 4  | 2  | 3  | 4  |  4  |  3  |  2  | 1  | 3  |      41     |    15    |   0.60   |     0.36    |  1.00  |   0.68  | ibmq_singapore |
|   1680   |   6   |   22  |  7   |  8   |    0.32    | 3  | 4  | 1  | 1  |  3  |  4  |  7  | 5  | 4  |      66     |    15    |   1.17   |     0.27    |  0.78  |   0.61  |ibmq_poughkeepsie|
|   1681   |   9   |   29  |  9   |  11  |    0.31    | 9  | 12 | 10 | 6  |  10 |  13 |  10 | 9  | 11 |     142     |    15    |   1.00   |     0.31    |  0.75  |   0.71  |   ibmq_osaka   |
|   1682   |   11  |   28  |  12  |  16  |    0.43    | 8  | 10 | 14 | 14 |  13 |  10 |  14 | 5  | 12 |     162     |    15    |   1.09   |     0.39    |  0.71  |   0.72  | ibmq_singapore |
|   1683   |   5   |   23  |  8   |  2   |    0.35    | 4  | 5  | 7  | 5  |  3  |  3  |  6  | 4  | 7  |      68     |    15    |   1.60   |     0.22    |  2.67  |   0.68  | ibmq_brooklyn  |
|   1684   |   5   |   24  |  4   |  9   |    0.17    | 4  | 8  | 3  | 4  |  5  |  8  |  7  | 1  | 6  |      78     |    15    |   0.80   |     0.21    |  0.40  |   0.71  |   ibmq_quito   |
|   1685   |   8   |   12  |  1   |  5   |    0.08    | 4  | 4  | 2  | 5  |  4  |  3  |  3  | 0  | 5  |      55     |    14    |   0.12   |     0.67    |  0.17  |   0.64  |ibmq_sherbrooke |
|   1686   |   9   |   11  |  4   |  6   |    0.36    | 0  | 2  | 2  | 4  |  6  |  6  |  2  | 4  | 3  |      55     |    14    |   0.44   |     0.82    |  0.57  |   0.64  |  ibmq_sydney   |
|   1687   |   6   |   26  |  8   |  6   |    0.31    | 10 | 5  | 5  | 4  |  3  |  3  |  9  | 5  | 4  |      87     |    15    |   1.33   |     0.23    |  1.14  |   0.62  |  ibmq_sydney   |
|   1688   |   6   |   45  |  12  |  11  |    0.27    | 6  | 19 | 13 | 10 |  8  |  5  |  8  | 7  | 11 |     142     |    15    |   2.00   |     0.13    |  1.00  |   0.69  |  ibmq_prague   |
|   1689   |   9   |   18  |  5   |  5   |    0.28    | 5  | 7  | 5  | 6  |  6  |  2  |  4  | 8  | 4  |      76     |    15    |   0.56   |     0.50    |  0.83  |   0.68  |  ibmq_quebec   |
|   1690   |   10  |   18  |  11  |  5   |    0.61    | 8  | 5  | 9  | 4  |  8  |  6  |  7  | 4  | 8  |      95     |    15    |   1.10   |     0.56    |  1.83  |   0.67  | ibmq_singapore |
|   1691   |   7   |   24  |  6   |  9   |    0.25    | 7  | 9  | 4  | 4  |  6  |  5  |  8  | 4  | 6  |      94     |    15    |   0.86   |     0.29    |  0.60  |   0.66  |   ibmq_oslo    |
|   1692   |   4   |   8   |  2   |  2   |    0.25    | 0  | 2  | 0  | 2  |  1  |  2  |  1  | 2  | 0  |      21     |    11    |   0.50   |     0.50    |  0.67  |   0.57  |  ibmq_nairobi  |
|   1693   |   4   |   12  |  1   |  5   |    0.08    | 2  | 2  | 4  | 2  |  4  |  0  |  2  | 1  | 2  |      34     |    14    |   0.25   |     0.33    |  0.17  |   0.71  |  ibmq_london   |
|   1694   |   11  |   13  |  4   |  4   |    0.31    | 4  | 3  | 5  | 6  |  3  |  7  |  4  | 5  | 8  |      74     |    15    |   0.36   |     0.85    |  0.80  |   0.66  |   ibmq_osaka   |
|   1695   |   11  |   28  |  14  |  6   |    0.50    | 6  | 13 | 11 | 13 |  4  |  10 |  9  | 14 | 10 |     141     |    15    |   1.27   |     0.39    |  2.00  |   0.68  |  ibmq_prague   |
|   1696   |   9   |   18  |  9   |  5   |    0.50    | 4  | 3  | 6  | 8  |  2  |  5  |  8  | 5  | 7  |      84     |    15    |   1.00   |     0.50    |  1.50  |   0.63  |  ibmq_prague   |
|   1697   |   9   |   19  |  7   |  2   |    0.37    | 3  | 7  | 4  | 4  |  5  |  5  |  10 | 5  | 9  |      85     |    15    |   0.78   |     0.47    |  2.33  |   0.64  |ibmq_sherbrooke |
|   1698   |   7   |   39  |  13  |  9   |    0.33    | 14 | 16 | 10 | 12 |  15 |  13 |  9  | 18 | 12 |     167     |    15    |   1.86   |     0.18    |  1.30  |   0.77  |ibmq_sherbrooke |
|   1699   |   4   |   19  |  5   |  3   |    0.26    | 4  | 0  | 2  | 1  |  2  |  5  |  3  | 4  | 3  |      46     |    14    |   1.25   |     0.21    |  1.25  |   0.59  | ibmq_marrakesh |
|   1700   |   10  |   10  |  4   |  4   |    0.40    | 6  | 2  | 4  | 7  |  4  |  3  |  4  | 2  | 1  |      60     |    15    |   0.40   |     1.00    |  0.80  |   0.62  |ibmq_washington |
|   1701   |   5   |   13  |  4   |  4   |    0.31    | 4  | 6  | 5  | 0  |  1  |  5  |  3  | 1  | 2  |      44     |    13    |   0.80   |     0.38    |  0.80  |   0.70  | ibmq_singapore |
|   1702   |   5   |   15  |  4   |  0   |    0.27    | 7  | 6  | 1  | 8  |  1  |  1  |  1  | 0  | 4  |      46     |    13    |   0.80   |     0.33    |  4.00  |   0.63  | ibmq_peekskill |
|   1703   |   4   |   14  |  1   |  2   |    0.07    | 2  | 2  | 2  | 3  |  7  |  1  |  2  | 4  | 2  |      38     |    15    |   0.25   |     0.29    |  0.33  |   0.71  |  ibmq_sydney   |
